source,code_or_id,name,challenge_description,type,current_pack,difficulty,assigned_deck,selected_status,flags,notes
mission_card,COM-025,Fairway or Fringe,"Finish in either the fairway, fringe, or green with your approach sequence.",common,classic,easy,Core Match Play,selected,,Selected for physical print run.
mission_card,COM-026,Trouble Avoided,"Do not hit water, bunker, trees, or OB on the hole.",common,classic,easy,Core Match Play,selected,course_specific,Selected for physical print run.
mission_card,COM-027,Tap-In Finish,Make your final putt from 3 feet or less.,common,classic,easy,Core Match Play,selected,,Selected for physical print run.
mission_card,COM-028,Calm Hole,No penalty strokes and no putt longer than three attempts.,common,classic,easy,Core Match Play,selected,,Selected for physical print run.
mission_card,COM-029,Green-Side Safety,"If you miss the green, miss it green-side rather than short-sided or hazard-side.",common,classic,easy,Cut / App-Only,cut,,over target count for physical pack
mission_card,COM-030,Tee Box Competent,Hit your tee shot in play and advance it at least a solid distance.,common,classic,easy,Core Match Play,selected,,Selected for physical print run.
mission_card,COM-031,Fairway First,"On a par 4 or 5, hit your tee shot in play and on the correct side of the hole.",common,classic,easy,Core Match Play,selected,,Selected for physical print run.
mission_card,COM-032,Middle of the Green,"On approach, play safely to the center of the green and hit any putting surface.",common,classic,easy,Core Match Play,selected,,Selected for physical print run.
mission_card,COM-033,No Reload,Do not hit any shot that requires an immediate re-hit.,common,classic,easy,Core Match Play,selected,,Selected for physical print run.
mission_card,COM-034,Green-Side Exit,"If you miss the green, leave your ball in a playable green-side position.",common,classic,easy,Cut / App-Only,cut,,over target count for physical pack
mission_card,COM-035,One Good Putt,"Make at least one confident, cleanly struck putt on the hole, regardless of length.",common,classic,easy,Cut / App-Only,cut,,over target count for physical pack
mission_card,COM-036,No Cheap Mistakes,"No penalty strokes, no whiffs, and no missed tap-ins.",common,classic,easy,Cut / App-Only,cut,,over target count for physical pack
mission_card,COM-037,Advance the Ball,Every full swing must clearly improve your position.,common,classic,easy,Cut / App-Only,cut,,over target count for physical pack
mission_card,COM-038,Soft Landing,Finish any approach or chip on the green or fringe.,common,classic,easy,Cut / App-Only,cut,,over target count for physical pack
mission_card,COM-039,Keep the Card Clean,Avoid triple bogey or worse.,common,classic,easy,Core Match Play,selected,,Selected for physical print run.
mission_card,COM-040,Routine Hole,"Play the hole without a rules debate, ball search longer than a minute, or a second-guess meltdown.",common,classic,easy,Cut / App-Only,cut,,over target count for physical pack
mission_card,RSK-001,Bombs Away,Drive 260+ yards in play.,risk,classic,hard,Cut / App-Only,cut,hard_verify,hard to verify
mission_card,RSK-002,Dagger Putt,Make a putt of 15 feet or longer.,risk,classic,hard,Core Match Play,selected,,Selected for physical print run.
mission_card,RSK-003,Hero Recovery,"After a recovery shot from trouble, still make bogey or better.",risk,classic,hard,Cut / App-Only,cut,course_specific,too course-specific
mission_card,RSK-004,Go For It,"On a par 5, attempt to reach in two and finish double bogey or better.",risk,classic,hard,Cut / App-Only,cut,course_specific,too course-specific
mission_card,RSK-005,Birdie Hunt,Make birdie.,risk,classic,hard,Core Match Play,selected,,Selected for physical print run.
mission_card,RSK-006,Sand Wizard,Hole out from bunker or finish bunker shot inside 6 feet and make the putt.,risk,classic,hard,Cut / App-Only,cut,course_specific,too course-specific
mission_card,RSK-007,Flag Attack,Finish any approach inside 12 feet.,risk,classic,hard,Core Match Play,selected,,Selected for physical print run.
mission_card,RSK-008,Long Drive King,Have the longest drive in the group on the hole and keep it in play.,risk,classic,hard,Core Match Play,selected,,Selected for physical print run.
mission_card,RSK-009,No Fear,Carry water or a forced hazard and still make bogey or better.,risk,classic,hard,Cut / App-Only,cut,course_specific,too course-specific
mission_card,RSK-010,Scramble God,"Miss fairway and green, then still save bogey or better.",risk,classic,hard,Core Match Play,selected,,Selected for physical print run.
mission_card,RSK-011,Putt for Glory,Make your first putt from outside 20 feet.,risk,classic,hard,Core Match Play,selected,,Selected for physical print run.
mission_card,RSK-012,Tight Window,Play through a narrow gap or intentional shape and finish without penalty.,risk,classic,hard,Cut / App-Only,cut,course_specific,too course-specific
mission_card,RSK-013,Must-Make Finish,Hole out from 8+ feet for par or better.,risk,classic,hard,Core Match Play,selected,,Selected for physical print run.
mission_card,RSK-014,Perfect Par 3,Hit green on a par 3 and make par or better with no 3-putt.,risk,classic,hard,Core Match Play,selected,,Selected for physical print run.
mission_card,RSK-015,Three Great Shots,Hit three consecutive quality shots on the hole.,risk,classic,hard,Cut / App-Only,cut,subjective,too subjective
mission_card,RSK-016,Pressure Player,"After another player completes a mission, complete yours too.",risk,classic,hard,Cut / App-Only,cut,,over target count for physical pack
mission_card,RSK-017,Risk It for the Biscuit,Use one extra-aggressive club choice and still make bogey or better.,risk,classic,hard,Cut / App-Only,cut,,over target count for physical pack
mission_card,RSK-018,Clean Bird,"Make birdie with no bunker, no hazard, no penalty, and no lip-out misses.",risk,classic,hard,Cut / App-Only,cut,course_specific,too course-specific
mission_card,RSK-019,Attack the Flag,Hit an approach inside 8 feet.,risk,classic,hard,Core Match Play,selected,,Selected for physical print run.
mission_card,RSK-020,Snake Eyes,Make a putt of 20+ feet.,risk,classic,hard,Core Match Play,selected,,Selected for physical print run.
mission_card,RSK-021,Eagle Look,Create an eagle putt on a par 5.,risk,classic,hard,Cut / App-Only,cut,,over target count for physical pack
mission_card,RSK-022,Driver Offense,Use driver on a risky tee shot and still hit it in play.,risk,classic,hard,Core Match Play,selected,,Selected for physical print run.
mission_card,RSK-023,Hero Carry,Carry the most dangerous visible hazard on the hole and still make bogey or better.,risk,classic,hard,Cut / App-Only,cut,course_specific,too course-specific
mission_card,RSK-024,Bunker Assassin,Get out of a bunker and finish inside 4 feet.,risk,classic,hard,Core Match Play,selected,course_specific,Selected for physical print run.
mission_card,RSK-025,Thread the Needle,"Call a shaped shot before hitting it, then pull it off cleanly.",risk,classic,hard,Cut / App-Only,cut,,over target count for physical pack
mission_card,RSK-026,Full Send,Be longest in the group off the tee by a clear margin and stay in play.,risk,classic,hard,Cut / App-Only,cut,subjective,too subjective
mission_card,RSK-027,Bounce-Back Birdie,"After making bogey or worse on the previous hole, make birdie here.",risk,classic,hard,Cut / App-Only,cut,hard_verify,hard to verify
mission_card,RSK-028,Zero Panic,Recover from a terrible lie and still make bogey or better without a penalty.,risk,classic,hard,Core Match Play,selected,,Selected for physical print run.
mission_card,RSK-029,Kill Shot,Have the best approach shot in the group and still convert par or better.,risk,classic,hard,Cut / App-Only,cut,,over target count for physical pack
mission_card,RSK-030,No Regrets,"Take the aggressive line everyone says not to take, and succeed.",risk,classic,hard,Cut / App-Only,cut,subjective,too subjective
mission_card,RSK-031,Par 5 Predator,"On a par 5, put yourself in eagle-range by the time you reach the green.",risk,classic,hard,Cut / App-Only,cut,,over target count for physical pack
mission_card,RSK-032,Pure Strike Bonus,Hit the best-feeling full swing of the group and still make bogey or better.,risk,classic,hard,Cut / App-Only,cut,subjective,too subjective
mission_card,RSK-033,Drain the Snake,Make a putt from 18 feet or longer for par or better.,risk,classic,hard,Core Match Play,selected,,Selected for physical print run.
mission_card,RSK-034,Recovery Rope,"From serious trouble, hit a recovery shot that both escapes danger and advances meaningfully.",risk,classic,hard,Cut / App-Only,cut,,over target count for physical pack
mission_card,RSK-035,Short-Sided Savior,Get up-and-down after leaving yourself short-sided around the green.,risk,classic,hard,Cut / App-Only,cut,,over target count for physical pack
mission_card,RSK-036,Carry Commander,"Choose to carry the trouble instead of laying back, and pull it off.",risk,classic,hard,Cut / App-Only,cut,,over target count for physical pack
mission_card,RSK-037,One-Swing Turnaround,"After a poor shot, immediately hit a great one and still make bogey or better.",risk,classic,hard,Core Match Play,selected,,Selected for physical print run.
mission_card,RSK-038,Drivable Dream,"On a drivable hole, take the aggressive tee shot and finish double bogey or better.",risk,classic,hard,Cut / App-Only,cut,course_specific,too course-specific
mission_card,RSK-039,Laser Beam,Hit a full swing that finishes on your intended starting line and stays there.,risk,classic,hard,Cut / App-Only,cut,,over target count for physical pack
mission_card,RSK-040,Pin Seeker,"On an approach where the safe miss is obvious, ignore it and attack the pin successfully.",risk,classic,hard,Cut / App-Only,cut,,over target count for physical pack
mission_card,SKL-001,Stick It Close,Finish an approach shot within 20 feet of the pin.,skill,classic,medium,Core Match Play,selected,,Selected for physical print run.
mission_card,SKL-002,Ice Putter,Make a putt of 10 feet or longer.,skill,classic,medium,Core Match Play,selected,,Selected for physical print run.
mission_card,SKL-003,Up-and-Down,Miss the green and still save par.,skill,classic,hard,Core Match Play,selected,,Selected for physical print run.
mission_card,SKL-004,Fairway to Green,Hit fairway and green in regulation on the same hole.,skill,classic,medium,Core Match Play,selected,,Selected for physical print run.
mission_card,SKL-005,One-Putt Hero,One-putt from off the green or from more than 8 feet.,skill,classic,medium,Core Match Play,selected,,Selected for physical print run.
mission_card,SKL-006,Pin Hunter,"On a par 3, hit the green and finish within 25 feet.",skill,classic,medium,Core Match Play,selected,,Selected for physical print run.
mission_card,SKL-007,Long Two-Putt,"From 30+ feet, two-putt or better.",skill,classic,medium,Core Match Play,selected,,Selected for physical print run.
mission_card,SKL-008,Par Machine,Make par after missing either the fairway or green.,skill,classic,hard,Core Match Play,selected,,Selected for physical print run.
mission_card,SKL-009,Fairway Sniper,Hit fairway and finish drive in the longest third of the group.,skill,classic,hard,Cut / App-Only,cut,,over target count for physical pack
mission_card,SKL-010,Clutch Scramble,Get up-and-down from sand for par or bogey.,skill,classic,hard,Cut / App-Only,cut,course_specific,too course-specific
mission_card,SKL-011,No-Waste Hole,Make par or better with no penalty strokes and no 3-putt.,skill,classic,hard,Core Match Play,selected,,Selected for physical print run.
mission_card,SKL-012,Aggressive Line,Carry a hazard or cut a corner intentionally and make bogey or better.,skill,classic,hard,Cut / App-Only,cut,,over target count for physical pack
mission_card,SKL-013,Birdie Chance,Create a birdie putt from within 15 feet. You do not have to make it.,skill,classic,medium,Core Match Play,selected,,Selected for physical print run.
mission_card,SKL-014,Pure Tee Ball,Drive 240+ yards in play.,skill,classic,hard,Cut / App-Only,cut,hard_verify,hard to verify
mission_card,SKL-015,Smart Golf,Hit the correct miss side on approach and still make par or bogey.,skill,classic,medium,Cut / App-Only,cut,,over target count for physical pack
mission_card,SKL-016,Bounce Back,"After a bad tee shot, still make bogey or better.",skill,classic,medium,Cut / App-Only,cut,,over target count for physical pack
mission_card,SKL-017,Closed Strong,Make par or better with a made putt from 6 feet or more.,skill,classic,hard,Core Match Play,selected,,Selected for physical print run.
mission_card,SKL-018,Par 5 Pressure,"On a par 5, reach the green in regulation and avoid a 3-putt.",skill,classic,hard,Cut / App-Only,cut,course_specific,too course-specific
mission_card,SKL-019,Dart Board,Hit any approach inside 15 feet.,skill,classic,medium,Core Match Play,selected,,Selected for physical print run.
mission_card,SKL-020,Fringe Genius,Miss the green but get down in two shots or fewer from just off the surface.,skill,classic,medium,Cut / App-Only,cut,,over target count for physical pack
mission_card,SKL-021,Clutch Two-Putt,Reach the green from 40+ feet away and still avoid a 3-putt.,skill,classic,medium,Core Match Play,selected,,Selected for physical print run.
mission_card,SKL-022,Par 4 Precision,"On a par 4, hit fairway and make par or better.",skill,classic,medium,Core Match Play,selected,,Selected for physical print run.
mission_card,SKL-023,Pin High,"Finish your approach pin-high, regardless of left/right miss.",skill,classic,medium,Cut / App-Only,cut,,over target count for physical pack
mission_card,SKL-024,Long Iron Life,Use a long iron or hybrid on approach and still hit the green or fringe.,skill,classic,medium,Cut / App-Only,cut,,over target count for physical pack
mission_card,SKL-025,Scramble Touch,"Miss the green, chip inside 6 feet, then make the putt.",skill,classic,medium,Core Match Play,selected,,Selected for physical print run.
mission_card,SKL-026,Big Putt Energy,Make a putt between 8 and 15 feet.,skill,classic,medium,Cut / App-Only,cut,,over target count for physical pack
mission_card,SKL-027,Fairway Pressure,Hit the fairway after another player already completed a drive-related mission.,skill,classic,medium,Cut / App-Only,cut,,over target count for physical pack
mission_card,SKL-028,Course Management,"Take the safe play when danger is in play, then still make par or bogey.",skill,classic,medium,Cut / App-Only,cut,,over target count for physical pack
mission_card,SKL-029,Drive for Show,Finish with one of the two longest drives in the group and still make bogey or better.,skill,classic,medium,Cut / App-Only,cut,,over target count for physical pack
mission_card,SKL-030,Green Window,Hit the correct tier/section of the green as agreed by the group before the shot.,skill,classic,medium,Cut / App-Only,cut,subjective,too subjective
mission_card,SKL-031,Wedge Wizard,"From wedge range, hit your approach inside 18 feet.",skill,classic,medium,Cut / App-Only,cut,,over target count for physical pack
mission_card,SKL-032,Lag and Tap,"From 25+ feet, leave your first putt inside 2 feet.",skill,classic,medium,Cut / App-Only,cut,,over target count for physical pack
mission_card,SKL-033,Fairway Conversion,"Hit the fairway, then hit the green or fringe with your next full shot.",skill,classic,medium,Cut / App-Only,cut,,over target count for physical pack
mission_card,SKL-034,Scramble to Par,Miss the green and still make par with a chip and putt sequence.,skill,classic,medium,Cut / App-Only,cut,,over target count for physical pack
mission_card,SKL-035,Tee Shot Trust,Hit your tee ball in play and finish with one of the better two tee shots in the group.,skill,classic,medium,Cut / App-Only,cut,,over target count for physical pack
mission_card,SKL-036,Controlled Aggression,Take an aggressive line on one shot and execute it without penalty or disaster.,skill,classic,medium,Cut / App-Only,cut,,over target count for physical pack
mission_card,SKL-037,Strong Three,"On a par 3, finish with par or better after hitting the green or fringe.",skill,classic,medium,Cut / App-Only,cut,,over target count for physical pack
mission_card,SKL-038,Long Putt Touch,"From outside 20 feet, avoid both a 3-putt and leaving the second putt outside 3 feet.",skill,classic,medium,Cut / App-Only,cut,,over target count for physical pack
mission_card,SKL-039,Trouble Conversion,"After finding rough, trees, or an awkward lie, still get the next shot onto a safe target.",skill,classic,medium,Cut / App-Only,cut,course_specific,too course-specific
mission_card,SKL-040,Smart Birdie Look,Create a realistic birdie chance without taking on unnecessary danger.,skill,classic,medium,Cut / App-Only,cut,,over target count for physical pack
mission_card,CHA-001,Score Doubler,"If any player makes birdie, they choose one opponent whose game points are canceled or doubled negatively.",chaos,chaos,neutral,Cut / App-Only,cut,,over target count for physical pack
mission_card,CHA-002,Longest Drive Bonus,Longest drive in play gets +2.,chaos,chaos,neutral,Expansion 1 Party,selected,,Selected for physical print run.
mission_card,CHA-003,Closest to Pin Bonus,"On par 3s, closest to the pin gets +2.",chaos,chaos,neutral,Expansion 1 Party,selected,,Selected for physical print run.
mission_card,CHA-004,Shared Pain,"If any player makes double bogey or worse, every other player gets +1.",chaos,chaos,neutral,Expansion 1 Party,selected,,Selected for physical print run.
mission_card,CHA-005,Sabotage Token,First player on the green assigns -1 to any opponent.,chaos,chaos,neutral,Expansion 1 Party,selected,,Selected for physical print run.
mission_card,CHA-006,Copycat,"If two players complete the same style of achievement, both get +1 extra.",chaos,chaos,neutral,Cut / App-Only,cut,,over target count for physical pack
mission_card,CHA-007,Lone Wolf,Only one player may score mission points. First to complete locks everyone else out.,chaos,chaos,neutral,Cut / App-Only,cut,,over target count for physical pack
mission_card,CHA-008,Comeback Card,Player currently last in game score gets +1 bonus if they complete any mission.,chaos,chaos,neutral,Expansion 1 Party,selected,hard_verify,Selected for physical print run.
mission_card,CHA-009,Pressure Cooker,"If you miss a putt inside 4 feet, you cannot score mission points.",chaos,chaos,neutral,Cut / App-Only,cut,,over target count for physical pack
mission_card,CHA-010,No Safe Plays,Layups do not count for mission rewards unless card explicitly allows it.,chaos,chaos,neutral,Cut / App-Only,cut,,over target count for physical pack
mission_card,CHA-011,Birdie Bounty,Any birdie is worth +2 extra game points.,chaos,chaos,neutral,Expansion 1 Party,selected,,Selected for physical print run.
mission_card,CHA-012,Bogey Tax,Any player making double bogey or worse gets -1 game point.,chaos,chaos,neutral,Expansion 1 Party,selected,,Selected for physical print run.
mission_card,CHA-013,Long Putt Special,Any made putt over 10 feet is worth +1 extra.,chaos,chaos,neutral,Expansion 1 Party,selected,,Selected for physical print run.
mission_card,CHA-014,Target Golf,Approach shots on green earn +1 extra if player also avoids a 3-putt.,chaos,chaos,neutral,Expansion 1 Party,selected,,Selected for physical print run.
mission_card,CHA-015,Chaos Swap,Hole winner in game points may swap one point with any other player.,chaos,chaos,neutral,Cut / App-Only,cut,,over target count for physical pack
mission_card,CHA-016,Revenge Hole,Player with lowest game points on previous hole gets first tie-break rights on this hole.,chaos,chaos,neutral,Cut / App-Only,cut,hard_verify,hard to verify
mission_card,CHA-017,Team Trouble,"If one player finds water, every other player making bogey or better gets +1.",chaos,chaos,neutral,Expansion 1 Party,selected,course_specific,Selected for physical print run.
mission_card,CHA-018,Jackpot Hole,All mission rewards on this hole are worth +1 extra.,chaos,chaos,neutral,Cut / App-Only,cut,,"Cut for overlap, complexity, or power-level trimming to reach 36-card pack."
mission_card,CHA-019,Double Trouble,"If two or more players fail their missions, all successful players gain +1 extra.",chaos,chaos,neutral,Cut / App-Only,cut,,"Cut for overlap, complexity, or power-level trimming to reach 36-card pack."
mission_card,CHA-020,Rich Get Richer,Current game leader earns +1 if they complete any mission this hole.,chaos,chaos,neutral,Cut / App-Only,cut,,over target count for physical pack
mission_card,CHA-021,Robin Hood,Current game leader loses 1 point if they fail; last place gains 1 if they succeed.,chaos,chaos,neutral,Cut / App-Only,cut,,over target count for physical pack
mission_card,CHA-022,Par 3 Panic,"On a par 3, anyone missing the green cannot earn mission points.",chaos,chaos,neutral,Cut / App-Only,cut,,over target count for physical pack
mission_card,CHA-023,The Collector,Any player who completes their mission and makes par or better steals 1 point from the current leader.,chaos,chaos,neutral,Cut / App-Only,cut,hard_verify,hard to verify
mission_card,CHA-024,Heat Check,"If the same player succeeds on three holes in a row, they gain +2 extra here.",chaos,chaos,neutral,Cut / App-Only,cut,hard_verify,hard to verify
mission_card,CHA-025,Freeze Out,The previous hole's winner cannot earn bonus points from Chaos this hole.,chaos,chaos,neutral,Cut / App-Only,cut,hard_verify,hard to verify
mission_card,CHA-026,Mercy Rule,Any player in last place gets +1 just for completing a Common card this hole.,chaos,chaos,neutral,Cut / App-Only,cut,,over target count for physical pack
mission_card,CHA-027,Group Project,"If everyone in the group makes bogey or better, everyone gets +1.",chaos,chaos,neutral,Expansion 1 Party,selected,,Selected for physical print run.
mission_card,CHA-028,Disaster Dividend,"If any player cards triple bogey or worse, all other players get +2.",chaos,chaos,neutral,Expansion 1 Party,selected,,Selected for physical print run.
mission_card,CHA-029,Clutch Multiplier,Any made putt over 12 feet is worth +2 instead of +1 bonus.,chaos,chaos,neutral,Expansion 1 Party,selected,,Selected for physical print run.
mission_card,CHA-030,Fairway Tax,Any player missing the fairway on a par 4 or 5 loses 1 game point unless their mission specifically involves recovery.,chaos,chaos,neutral,Expansion 1 Party,selected,,Selected for physical print run.
mission_card,CHA-031,Bonus for Bravery,Any player completing a Risk card this hole gets +1 extra.,chaos,chaos,neutral,Cut / App-Only,cut,,over target count for physical pack
mission_card,CHA-032,Commoner's Relief,Any player completing a Common card this hole gets +1 extra if they are currently last in game points.,chaos,chaos,neutral,Cut / App-Only,cut,hard_verify,hard to verify
mission_card,CHA-033,Clean Card Bonus,Any player who completes the hole avoiding a penalty stroke gets +1 extra.,chaos,chaos,neutral,Expansion 1 Party,selected,,Selected for physical print run.
mission_card,CHA-034,Shared Glory,"If every player gets bogey or better, everyone gets +2.",chaos,chaos,neutral,Expansion 1 Party,selected,,Selected for physical print run.
mission_card,CHA-035,Only Pars Matter,"Any player making par or better earns +1 game point, even if they fail their mission.",chaos,chaos,neutral,Cut / App-Only,cut,,over target count for physical pack
mission_card,CHA-036,Miss and Pay,Any player who 3-putts loses 1 game point.,chaos,chaos,neutral,Expansion 1 Party,selected,,Selected for physical print run.
mission_card,CHA-037,Kingmaker,The player with the best real score on the hole may give +1 to any other player.,chaos,chaos,neutral,Expansion 1 Party,selected,,Selected for physical print run.
mission_card,CHA-038,Tight Race,"If two or more players tie for best game points on the hole, all tied players get +1 extra.",chaos,chaos,neutral,Cut / App-Only,cut,,over target count for physical pack
mission_card,CHA-039,Fail Forward,Any player who fails their mission but still makes bogey or better gains +1.,chaos,chaos,neutral,Cut / App-Only,cut,,"Cut for overlap, complexity, or power-level trimming to reach 36-card pack."
mission_card,CHA-040,Spotlight Hole,The current real-score leader cannot earn Chaos bonus points this hole.,chaos,chaos,neutral,Cut / App-Only,cut,,over target count for physical pack
mission_card,PRP-001,Somebody Birdies,Will anyone in the group make birdie?,prop,props,neutral,Expansion 1 Party,selected,,Selected for physical print run.
mission_card,PRP-002,Longest Drive Leader,Pick who has the longest drive in play.,prop,props,neutral,Expansion 1 Party,selected,,Selected for physical print run.
mission_card,PRP-003,Green Hit (Player Pick),Pick any active player: will they hit the green in regulation?,prop,props,neutral,Expansion 1 Party,selected,,Selected for physical print run.
mission_card,PRP-004,Clutch Putt (Player Pick),Pick any active player: will they make a putt over 8 feet?,prop,props,neutral,Expansion 1 Party,selected,,Selected for physical print run.
mission_card,PRP-005,Fairway Bet (Player Pick),Pick any active player: will they hit the fairway?,prop,props,neutral,Expansion 1 Party,selected,,Selected for physical print run.
mission_card,PRP-006,Safe Hole,Will nobody in the group take a penalty stroke?,prop,props,neutral,Expansion 1 Party,selected,,Selected for physical print run.
mission_card,PRP-007,Trouble Hole,Will at least one player hit bunker or water?,prop,props,neutral,Expansion 1 Party,selected,course_specific,Selected for physical print run.
mission_card,PRP-008,Par 3 Dart,Will anyone finish inside 20 feet on the tee shot?,prop,props,neutral,Expansion 1 Party,selected,,Selected for physical print run.
mission_card,PRP-009,No Three-Putts,Will the group combine for zero 3-putts on this hole?,prop,props,neutral,Expansion 1 Party,selected,,Selected for physical print run.
mission_card,PRP-010,Blow-Up Alert,Will any player make double bogey or worse?,prop,props,neutral,Expansion 1 Party,selected,,Selected for physical print run.
mission_card,PRP-011,Scramble Save,Will anyone miss the green and still save par?,prop,props,neutral,Cut / App-Only,cut,,over target count for physical pack
mission_card,PRP-012,Bomb Watch,Will anyone drive it 260+ in play?,prop,props,neutral,Expansion 1 Party,selected,,Selected for physical print run.
mission_card,PRP-013,Birdie Player Pick,Pick one player most likely to make birdie.,prop,props,neutral,Cut / App-Only,cut,,over target count for physical pack
mission_card,PRP-014,Bounce Back Call,Will the player with worst real score last hole make bogey or better here?,prop,props,neutral,Cut / App-Only,cut,hard_verify,hard to verify
mission_card,PRP-015,Two-Putt Field,Will every player who reaches the green take two putts or fewer?,prop,props,neutral,Expansion 1 Party,selected,,Selected for physical print run.
mission_card,PRP-016,Hero Shot,Will someone attempt an aggressive line/carry/recovery and pull it off?,prop,props,neutral,Cut / App-Only,cut,,over target count for physical pack
mission_card,PRP-017,Closest to Pin Pick,Pick who will finish closest on a par 3 after the tee shot.,prop,props,neutral,Cut / App-Only,cut,,over target count for physical pack
mission_card,PRP-018,Chaos Prediction,Will the hole public Chaos card affect at least two players?,prop,props,neutral,Cut / App-Only,cut,,over target count for physical pack
mission_card,PRP-019,Fairway Sweep,Will at least half the group hit the fairway?,prop,props,neutral,Expansion 1 Party,selected,,Selected for physical print run.
mission_card,PRP-020,Green Sweep,Will at least half the group hit the green in regulation?,prop,props,neutral,Expansion 1 Party,selected,,Selected for physical print run.
mission_card,PRP-021,Sand Visit,Will anyone visit a bunker and still make bogey or better?,prop,props,neutral,Cut / App-Only,cut,course_specific,too course-specific
mission_card,PRP-022,Long Putt Drop,Will any player make a putt over 15 feet?,prop,props,neutral,Expansion 1 Party,selected,,Selected for physical print run.
mission_card,PRP-023,Clean Card,Will the entire group avoid penalty strokes this hole?,prop,props,neutral,Expansion 1 Party,selected,,Selected for physical print run.
mission_card,PRP-024,Lone Birdie,Will exactly one player make birdie?,prop,props,neutral,Cut / App-Only,cut,,over target count for physical pack
mission_card,PRP-025,All Safe,Will every player keep their tee shot in play?,prop,props,neutral,Expansion 1 Party,selected,,Selected for physical print run.
mission_card,PRP-026,Blowup Pair,Will at least two players make double bogey or worse?,prop,props,neutral,Cut / App-Only,cut,,over target count for physical pack
mission_card,PRP-027,Best Ball Brain,Pick the player most likely to record the lowest real score on the hole.,prop,props,neutral,Cut / App-Only,cut,,over target count for physical pack
mission_card,PRP-028,Sand Save Alert,Will anyone get up-and-down from a bunker?,prop,props,neutral,Cut / App-Only,cut,course_specific,too course-specific
mission_card,PRP-029,Hero or Zero,Will someone attempt a risky aggressive shot and pay for it with bogey or worse?,prop,props,neutral,Cut / App-Only,cut,,over target count for physical pack
mission_card,PRP-030,Mission Monster,Will at least three players complete their personal mission this hole?,prop,props,neutral,Cut / App-Only,cut,,over target count for physical pack
mission_card,PRP-031,Par Train,Will at least two players make par or better?,prop,props,neutral,Expansion 1 Party,selected,,Selected for physical print run.
